Timestamp,Software,CPU_Total_Pct,RAM_Total_MB,Core_0_Pct,Core_1_Pct,Core_2_Pct,Core_3_Pct,Core_4_Pct,Core_5_Pct,Core_6_Pct,Core_7_Pct
22:00:18,ROBOGUIDE,76.7,322.63,34.3,9.0,23.9,31.9,12.1,12.1,0.0,6.0
22:00:19,ROBOGUIDE,87.2,322.63,34.7,14.9,39.4,29.4,31.4,27.9,7.6,12.1
22:00:20,ROBOGUIDE,66.3,322.63,37.1,20.3,24.2,26.9,13.6,3.0,0.0,4.5
22:00:21,ROBOGUIDE,73.7,322.64,46.4,17.4,29.9,16.2,16.2,7.5,0.0,6.1
22:00:22,ROBOGUIDE,79.3,322.64,41.2,15.2,25.4,18.2,12.1,9.1,0.0,6.0
22:00:23,ROBOGUIDE,73.7,322.64,36.6,37.0,23.5,25.0,13.4,13.2,0.0,4.5
22:00:25,ROBOGUIDE,81.4,322.65,27.9,22.1,34.8,20.6,18.2,10.4,0.0,6.1
22:00:26,ROBOGUIDE,85.9,322.65,20.3,11.9,38.6,29.9,16.2,20.6,0.0,4.5
22:00:27,ROBOGUIDE,81.2,322.72,34.3,4.5,23.9,32.4,18.2,25.4,0.0,7.4
22:00:28,ROBOGUIDE,72.5,322.72,16.4,9.1,31.8,22.4,18.2,20.9,4.5,13.6
22:00:29,ROBOGUIDE,81.4,322.72,17.6,9.1,33.8,34.3,14.7,14.7,0.0,9.1
22:00:30,ROBOGUIDE,64.7,322.73,17.6,9.0,25.8,26.9,16.7,17.4,0.0,6.0
22:00:31,ROBOGUIDE,67.8,322.73,12.1,6.1,28.8,26.5,19.1,16.4,0.0,6.1
22:00:32,ROBOGUIDE,76.9,322.73,21.7,9.1,22.1,20.6,25.0,15.9,0.0,7.6
22:00:33,ROBOGUIDE,75.2,322.73,22.1,16.4,33.8,29.9,12.1,12.1,0.0,6.0
22:00:34,ROBOGUIDE,73.0,322.74,25.4,7.5,26.5,33.8,16.4,14.7,0.0,4.5
22:00:35,ROBOGUIDE,96.3,322.75,38.0,17.6,38.2,27.9,26.9,27.5,4.5,4.5
22:00:36,ROBOGUIDE,89.0,322.74,38.2,28.6,26.5,16.7,16.7,12.1,4.5,7.6
22:00:37,ROBOGUIDE,70.8,322.75,41.2,13.4,24.2,4.5,11.9,10.6,0.0,6.1
22:00:38,ROBOGUIDE,67.8,322.75,37.1,24.6,14.7,13.4,12.1,10.4,0.0,7.6
22:00:39,ROBOGUIDE,94.8,322.95,39.1,26.9,28.4,14.9,16.2,19.4,3.0,6.0
22:00:40,ROBOGUIDE,100.9,322.99,40.3,17.9,28.8,16.7,21.2,14.7,4.5,9.0
22:00:41,ROBOGUIDE,58.7,322.99,32.9,14.9,17.6,5.9,20.3,19.1,0.0,9.0
22:00:42,ROBOGUIDE,36.3,323.0,32.4,19.4,31.0,10.6,19.7,15.2,0.0,9.0
22:00:43,ROBOGUIDE,43.8,323.0,42.6,18.2,19.7,12.1,4.5,3.0,0.0,7.6
22:00:44,ROBOGUIDE,50.7,323.0,46.4,28.2,26.5,20.9,7.5,4.5,0.0,6.0
22:00:45,ROBOGUIDE,84.4,323.0,31.9,13.4,40.6,23.5,7.5,7.5,0.0,7.5
22:00:46,ROBOGUIDE,85.5,323.01,31.3,25.0,29.4,33.8,20.9,9.0,0.0,7.5
22:00:47,ROBOGUIDE,75.4,323.01,50.0,23.9,42.6,32.9,20.3,11.9,0.0,6.0
22:00:48,ROBOGUIDE,76.8,323.01,37.1,9.0,32.4,39.7,20.9,14.9,0.0,7.5
22:00:49,ROBOGUIDE,79.7,322.77,45.8,21.7,41.7,38.2,17.9,15.5,0.0,7.6
22:00:50,ROBOGUIDE,88.9,322.77,41.8,10.4,24.2,10.6,16.7,15.2,0.0,9.0
22:00:52,ROBOGUIDE,84.3,322.81,45.1,21.7,30.9,16.7,15.2,26.9,0.0,6.1
22:00:53,ROBOGUIDE,72.3,322.81,45.8,38.0,26.9,25.0,16.4,14.9,0.0,6.1
22:00:54,ROBOGUIDE,73.7,322.82,42.9,16.4,14.9,14.9,14.7,4.5,0.0,7.5
22:00:55,ROBOGUIDE,60.2,322.82,42.9,23.9,21.2,18.2,12.1,7.6,0.0,9.1
22:00:56,ROBOGUIDE,79.9,322.82,39.1,28.6,25.4,19.1,19.4,20.0,0.0,10.4
22:00:57,ROBOGUIDE,76.8,322.82,38.8,19.4,22.7,13.6,13.4,14.7,10.6,14.9
22:00:58,ROBOGUIDE,85.7,322.89,33.3,16.2,26.9,14.9,16.2,14.7,9.0,11.9
22:00:59,ROBOGUIDE,70.5,322.89,32.4,13.6,18.2,12.1,22.4,14.9,0.0,7.6
22:01:00,ROBOGUIDE,72.3,322.9,29.0,19.1,39.1,26.5,16.7,10.6,3.0,10.4
22:01:01,ROBOGUIDE,88.7,322.61,21.7,16.4,43.3,39.4,25.4,19.4,0.0,7.6
22:01:02,ROBOGUIDE,81.3,322.61,32.9,20.6,42.0,35.8,14.9,11.9,0.0,6.1
22:01:03,ROBOGUIDE,87.5,322.62,45.6,10.4,21.2,10.3,19.4,6.1,7.5,9.0
22:01:04,ROBOGUIDE,92.1,322.65,48.6,25.0,37.3,15.2,14.9,9.0,9.1,14.7
